gene_id	reads_per_gene	transcript	reads_per_transcript
ENSG00000181381.13	32	ENST00000513901.1	3
ENSG00000181381.13	32	ENST00000514580.5	1
ENSG00000181392.17	1	ENST00000340477.9	1
ENSG00000181396.13	8	ENST00000313056.10	4
ENSG00000181396.13	8	ENST00000329197.9	2
ENSG00000181396.13	8	ENST00000579407.5	2
ENSG00000181404.17	2	ENST00000442898.5	2
ENSG00000181409.14	5	ENST00000570932.5	5
ENSG00000181444.13	6	ENST00000302017.4	4
ENSG00000181444.13	6	ENST00000484747.5	2
ENSG00000181472.5	18	ENST00000325144.5	18
ENSG00000181481.14	8	ENST00000324689.8	1
ENSG00000181481.14	8	ENST00000328381.10	6
ENSG00000181481.14	8	ENST00000535306.6	1
ENSG00000181513.15	2	ENST00000321854.13	1
ENSG00000181513.15	2	ENST00000376955.8	1
ENSG00000181523.13	15	ENST00000326317.11	12
ENSG00000181523.13	15	ENST00000571675.5	1
ENSG00000181523.13	15	ENST00000575282.5	1
ENSG00000181523.13	15	ENST00000576856.1	1
ENSG00000181544.15	1	ENST00000324138.7	1
ENSG00000181555.21	39	ENST00000330022.11	9
ENSG00000181555.21	39	ENST00000409792.4	25
ENSG00000181555.21	39	ENST00000431180.5	1
ENSG00000181555.21	39	ENST00000445387.5	3
ENSG00000181555.21	39	ENST00000492397.1	1
ENSG00000181610.13	4	ENST00000313608.13	4
ENSG00000181625.17	92	ENST00000330181.9	90
ENSG00000181625.17	92	ENST00000351581.4	1
ENSG00000181625.17	92	ENST00000565219.1	1
ENSG00000181631.7	434	ENST00000325602.6	434
ENSG00000181652.19	2	ENST00000404733.2	1
ENSG00000181652.19	2	ENST00000639579.1	1
ENSG00000181666.18	15	ENST00000392153.7	10
ENSG00000181666.18	15	ENST00000541583.6	2
ENSG00000181666.18	15	ENST00000544914.5	3
ENSG00000181704.12	118	ENST00000374622.3	1
ENSG00000181704.12	118	ENST00000374643.7	31
ENSG00000181704.12	118	ENST00000451537.5	14
ENSG00000181704.12	118	ENST00000462683.6	72
ENSG00000181722.17	16	ENST00000357258.8	7
ENSG00000181722.17	16	ENST00000464560.5	1
ENSG00000181722.17	16	ENST00000474710.5	4
ENSG00000181722.17	16	ENST00000481632.5	2
ENSG00000181722.17	16	ENST00000488663.1	2
ENSG00000181751.10	3	ENST00000319933.7	2
ENSG00000181751.10	3	ENST00000515669.5	1
ENSG00000181788.4	3	ENST00000312960.4	3
ENSG00000181789.14	138	ENST00000314797.10	114
ENSG00000181789.14	138	ENST00000509889.5	1
ENSG00000181789.14	138	ENST00000514478.1	1
ENSG00000181789.14	138	ENST00000515725.5	22
ENSG00000181804.15	15	ENST00000316549.11	15
ENSG00000181817.6	52	ENST00000315732.3	49
ENSG00000181817.6	52	ENST00000476041.1	3
ENSG00000181826.10	8	ENST00000454158.7	8
ENSG00000181827.15	4	ENST00000559847.7	3
ENSG00000181827.15	4	ENST00000673874.1	1
ENSG00000181830.9	42	ENST00000314134.4	5
ENSG00000181830.9	42	ENST00000442528.2	37
ENSG00000181847.12	18	ENST00000383671.8	8
ENSG00000181847.12	18	ENST00000484319.1	7
ENSG00000181847.12	18	ENST00000486257.5	3
ENSG00000181852.18	35	ENST00000345093.9	15
ENSG00000181852.18	35	ENST00000394013.6	1
ENSG00000181852.18	35	ENST00000548120.1	1
ENSG00000181852.18	35	ENST00000551711.5	3
ENSG00000181852.18	35	ENST00000552656.5	14
ENSG00000181852.18	35	ENST00000615206.4	1
ENSG00000181896.12	6	ENST00000415440.3	1
ENSG00000181896.12	6	ENST00000444249.6	2
ENSG00000181896.12	6	ENST00000592502.2	3
ENSG00000181904.9	2	ENST00000504727.1	2
ENSG00000181924.7	1	ENST00000355693.5	1
ENSG00000181929.13	101	ENST00000546531.5	4
ENSG00000181929.13	101	ENST00000547082.1	1
ENSG00000181929.13	101	ENST00000548065.7	85
ENSG00000181929.13	101	ENST00000548362.5	1
ENSG00000181929.13	101	ENST00000552212.5	7
ENSG00000181929.13	101	ENST00000552657.1	3
ENSG00000181938.14	3	ENST00000318129.6	1
ENSG00000181938.14	3	ENST00000328514.11	2
ENSG00000181982.18	4	ENST00000504487.5	4
ENSG00000181991.16	14	ENST00000325844.9	6
ENSG00000181991.16	14	ENST00000557974.5	1
ENSG00000181991.16	14	ENST00000558406.5	1
ENSG00000181991.16	14	ENST00000560708.5	2
ENSG00000181991.16	14	ENST00000560850.1	3
ENSG00000181991.16	14	ENST00000561262.1	1
ENSG00000182010.11	2	ENST00000373789.8	2
ENSG00000182022.18	78	ENST00000346248.7	63
ENSG00000182022.18	78	ENST00000435907.6	3
ENSG00000182022.18	78	ENST00000476765.1	1
ENSG00000182022.18	78	ENST00000628426.1	11
ENSG00000182054.10	56	ENST00000330062.8	38
ENSG00000182054.10	56	ENST00000540499.2	18
ENSG00000182087.14	16	ENST00000356663.8	7
ENSG00000182087.14	16	ENST00000586285.2	8
ENSG00000182087.14	16	ENST00000592618.5	1
ENSG00000182093.16	35	ENST00000380708.5	5
ENSG00000182093.16	35	ENST00000649170.1	27
ENSG00000182093.16	35	ENST00000649224.1	3
ENSG00000182095.14	12	ENST00000328270.3	1
ENSG00000182095.14	12	ENST00000430969.5	6
ENSG00000182095.14	12	ENST00000440081.2	3
ENSG00000182095.14	12	ENST00000455076.1	1
ENSG00000182095.14	12	ENST00000497663.1	1
ENSG00000182108.11	11	ENST00000331808.5	10
ENSG00000182108.11	11	ENST00000469379.5	1
ENSG00000182117.6	9	ENST00000328848.6	9
ENSG00000182118.8	2	ENST00000366654.5	2
ENSG00000182134.16	28	ENST00000368823.5	1
ENSG00000182134.16	28	ENST00000368824.8	13
ENSG00000182134.16	28	ENST00000440583.6	3
ENSG00000182134.16	28	ENST00000458431.6	9
ENSG00000182134.16	28	ENST00000463553.1	1
ENSG00000182134.16	28	ENST00000526413.5	1
ENSG00000182141.10	2	ENST00000356929.3	1
ENSG00000182141.10	2	ENST00000601295.1	1
ENSG00000182149.21	369	ENST00000329908.12	16
ENSG00000182149.21	369	ENST00000378798.9	15
ENSG00000182149.21	369	ENST00000378799.11	273
ENSG00000182149.21	369	ENST00000439924.6	20
ENSG00000182149.21	369	ENST00000538850.5	13
ENSG00000182149.21	369	ENST00000541180.1	5
ENSG00000182149.21	369	ENST00000541571.6	27
ENSG00000182150.18	4	ENST00000653738.2	1
ENSG00000182150.18	4	ENST00000661047.1	1
ENSG00000182150.18	4	ENST00000665077.2	2
ENSG00000182154.8	5	ENST00000371443.6	5
ENSG00000182158.15	1	ENST00000616381.4	1
ENSG00000182162.11	5	ENST00000381297.10	5
ENSG00000182162.11_PAR_Y	1	ENST00000381297.10_PAR_Y	1
ENSG00000182165.18	4	ENST00000661943.1	4
ENSG00000182173.13	20	ENST00000333213.11	17
ENSG00000182173.13	20	ENST00000577197.1	1
ENSG00000182173.13	20	ENST00000579449.1	2
ENSG00000182179.13	64	ENST00000333486.4	64
ENSG00000182180.14	19	ENST00000372940.3	2
ENSG00000182180.14	19	ENST00000372945.8	14
ENSG00000182180.14	19	ENST00000473427.1	1
ENSG00000182180.14	19	ENST00000479005.1	2
ENSG00000182183.15	2	ENST00000517870.2	2
ENSG00000182185.18	47	ENST00000390683.7	24
ENSG00000182185.18	47	ENST00000469165.6	1
ENSG00000182185.18	47	ENST00000479335.5	1
ENSG00000182185.18	47	ENST00000487270.5	1
ENSG00000182185.18	47	ENST00000487861.5	1
ENSG00000182185.18	47	ENST00000557045.5	19
ENSG00000182196.13	132	ENST00000315580.9	37
ENSG00000182196.13	132	ENST00000439686.6	14
ENSG00000182196.13	132	ENST00000453766.6	47
ENSG00000182196.13	132	ENST00000454885.6	2
ENSG00000182196.13	132	ENST00000456762.2	1
ENSG00000182196.13	132	ENST00000536502.5	2
ENSG00000182196.13	132	ENST00000543566.5	29
ENSG00000182197.12	5	ENST00000378204.7	4
ENSG00000182197.12	5	ENST00000437196.1	1
ENSG00000182199.11	57	ENST00000328923.8	41
ENSG00000182199.11	57	ENST00000414700.7	1
ENSG00000182199.11	57	ENST00000553474.5	14
ENSG00000182199.11	57	ENST00000556825.5	1
ENSG00000182208.14	54	ENST00000526462.5	3
ENSG00000182208.14	54	ENST00000531976.1	1
ENSG00000182208.14	54	ENST00000614710.5	50
ENSG00000182220.15	151	ENST00000378438.9	2
ENSG00000182220.15	151	ENST00000423649.2	3
ENSG00000182220.15	151	ENST00000487051.2	2
ENSG00000182220.15	151	ENST00000636409.1	1
ENSG00000182220.15	151	ENST00000636580.2	92
ENSG00000182220.15	151	ENST00000636970.1	3
ENSG00000182220.15	151	ENST00000637327.1	1
ENSG00000182220.15	151	ENST00000637526.1	39
ENSG00000182220.15	151	ENST00000637614.1	8
ENSG00000182224.12	2	ENST00000332439.5	2
ENSG00000182230.12	2	ENST00000510151.5	2
ENSG00000182240.16	6	ENST00000330333.11	1
ENSG00000182240.16	6	ENST00000463674.5	1
ENSG00000182240.16	6	ENST00000465326.5	1
ENSG00000182240.16	6	ENST00000466122.5	2
ENSG00000182240.16	6	ENST00000487994.5	1
ENSG00000182247.10	95	ENST00000425792.5	50
ENSG00000182247.10	95	ENST00000427371.3	6
ENSG00000182247.10	95	ENST00000452894.5	36
ENSG00000182247.10	95	ENST00000628311.1	3
ENSG00000182253.15	8	ENST00000594047.2	8
ENSG00000182257.8	1	ENST00000649288.1	1
ENSG00000182287.15	79	ENST00000329235.6	78
ENSG00000182287.15	79	ENST00000450644.2	1
ENSG00000182307.14	15	ENST00000331434.7	6
ENSG00000182307.14	15	ENST00000524395.5	1
ENSG00000182307.14	15	ENST00000530455.5	8
ENSG00000182318.6	8	ENST00000329665.5	8
ENSG00000182359.15	9	ENST00000526793.5	1
ENSG00000182359.15	9	ENST00000531837.2	8
ENSG00000182362.14	6	ENST00000397691.1	1
ENSG00000182362.14	6	ENST00000397701.9	2
ENSG00000182362.14	6	ENST00000468924.5	3
ENSG00000182372.10	65	ENST00000331222.6	45
ENSG00000182372.10	65	ENST00000519254.2	11
ENSG00000182372.10	65	ENST00000635751.1	5
ENSG00000182372.10	65	ENST00000637156.1	4
ENSG00000182378.14_PAR_Y	4	ENST00000381663.8_PAR_Y	4
ENSG00000182389.19	4	ENST00000439467.6	2
ENSG00000182389.19	4	ENST00000636496.1	1
ENSG00000182389.19	4	ENST00000637828.1	1
ENSG00000182400.15	1	ENST00000555269.5	1
ENSG00000182446.14	22	ENST00000331134.11	11
ENSG00000182446.14	22	ENST00000572346.5	3
ENSG00000182446.14	22	ENST00000574897.5	1
ENSG00000182446.14	22	ENST00000574964.1	7
ENSG00000182472.9	4	ENST00000328867.9	1
ENSG00000182472.9	4	ENST00000595177.1	3
ENSG00000182473.22	348	ENST00000332065.9	189
ENSG00000182473.22	348	ENST00000335146.11	1
ENSG00000182473.22	348	ENST00000405068.3	73
ENSG00000182473.22	348	ENST00000411744.6	11
ENSG00000182473.22	348	ENST00000420116.1	1
ENSG00000182473.22	348	ENST00000465252.5	8
ENSG00000182473.22	348	ENST00000467586.5	7
ENSG00000182473.22	348	ENST00000589210.6	21
ENSG00000182473.22	348	ENST00000634349.1	37
ENSG00000182481.9	163	ENST00000330459.8	160
ENSG00000182481.9	163	ENST00000537025.6	3
ENSG00000182484.15	4	ENST00000460206.6	4
ENSG00000182484.15_PAR_Y	4	ENST00000359512.8_PAR_Y	3
ENSG00000182484.15_PAR_Y	4	ENST00000483286.6_PAR_Y	1
ENSG00000182487.12	40	ENST00000423083.1	37
ENSG00000182487.12	40	ENST00000432102.5	3
ENSG00000182489.9	1	ENST00000372956.3	1
ENSG00000182504.11	1	ENST00000494050.5	1
ENSG00000182511.12	173	ENST00000328850.8	132
ENSG00000182511.12	173	ENST00000394300.7	23
ENSG00000182511.12	173	ENST00000444422.2	17
ENSG00000182511.12	173	ENST00000470152.6	1
ENSG00000182518.13	5	ENST00000358460.8	5
ENSG00000182534.13	10	ENST00000449428.6	4
ENSG00000182534.13	10	ENST00000592148.1	6
ENSG00000182541.18	100	ENST00000331728.9	55
ENSG00000182541.18	100	ENST00000333611.8	34
ENSG00000182541.18	100	ENST00000462625.1	2
ENSG00000182541.18	100	ENST00000465937.1	3
ENSG00000182541.18	100	ENST00000467301.1	6
ENSG00000182544.9	25	ENST00000329548.5	25
ENSG00000182551.14	134	ENST00000327435.11	129
ENSG00000182551.14	134	ENST00000382093.5	5
ENSG00000182552.15	6	ENST00000327570.13	6
ENSG00000182557.8	25	ENST00000355530.7	20
ENSG00000182557.8	25	ENST00000575194.5	5
ENSG00000182568.17	45	ENST00000338745.11	41
ENSG00000182568.17	45	ENST00000454909.6	2
ENSG00000182568.17	45	ENST00000482788.1	1
ENSG00000182568.17	45	ENST00000487699.1	1
ENSG00000182578.14	303	ENST00000502660.5	2
ENSG00000182578.14	303	ENST00000504875.5	3
ENSG00000182578.14	303	ENST00000509861.1	6
ENSG00000182578.14	303	ENST00000675795.1	292
ENSG00000182606.16	4	ENST00000341421.7	1
ENSG00000182606.16	4	ENST00000396175.5	2
ENSG00000182606.16	4	ENST00000673621.1	1
ENSG00000182621.18	2	ENST00000626161.1	1
ENSG00000182621.18	2	ENST00000626966.2	1
ENSG00000182628.13	7	ENST00000330137.12	2
ENSG00000182628.13	7	ENST00000437036.6	1
ENSG00000182628.13	7	ENST00000581068.5	1
ENSG00000182628.13	7	ENST00000583976.1	3
ENSG00000182670.13	38	ENST00000355666.5	1
ENSG00000182670.13	38	ENST00000418766.5	1
ENSG00000182670.13	38	ENST00000428693.1	6
ENSG00000182670.13	38	ENST00000438055.5	8
ENSG00000182670.13	38	ENST00000472398.5	4
ENSG00000182670.13	38	ENST00000476784.5	18
ENSG00000182685.7	5	ENST00000328540.7	5
ENSG00000182712.16	2	ENST00000369484.8	2
ENSG00000182718.17	411	ENST00000396024.7	1
ENSG00000182718.17	411	ENST00000421017.6	68
ENSG00000182718.17	411	ENST00000451270.7	341
ENSG00000182718.17	411	ENST00000560546.5	1
ENSG00000182732.18	11	ENST00000402788.6	1
ENSG00000182732.18	11	ENST00000555571.5	4
ENSG00000182732.18	11	ENST00000556437.5	3
ENSG00000182732.18	11	ENST00000622468.4	3
ENSG00000182768.9	105	ENST00000331497.3	86
ENSG00000182768.9	105	ENST00000379095.5	19
ENSG00000182774.13	1	ENST00000561068.5	1
ENSG00000182795.13	4	ENST00000359470.6	4
ENSG00000182809.11	59	ENST00000329146.9	52
ENSG00000182809.11	59	ENST00000538259.2	2
ENSG00000182809.11	59	ENST00000548309.1	4
ENSG00000182809.11	59	ENST00000552643.5	1
ENSG00000182827.9	10	ENST00000366812.6	10
ENSG00000182831.12	15	ENST00000327827.12	14
ENSG00000182831.12	15	ENST00000574285.2	1
ENSG00000182841.12	18	ENST00000357802.6	6
ENSG00000182841.12	18	ENST00000458605.5	11
ENSG00000182841.12	18	ENST00000566851.5	1
ENSG00000182853.12	2	ENST00000328739.6	2
ENSG00000182858.14	41	ENST00000330817.11	39
ENSG00000182858.14	41	ENST00000486602.1	1
ENSG00000182858.14	41	ENST00000492791.1	1
ENSG00000182866.17	4494	ENST00000333070.4	22
ENSG00000182866.17	4494	ENST00000336890.10	4287
ENSG00000182866.17	4494	ENST00000355928.7	2
ENSG00000182866.17	4494	ENST00000373557.6	1
ENSG00000182866.17	4494	ENST00000373564.7	8
ENSG00000182866.17	4494	ENST00000469765.5	64
ENSG00000182866.17	4494	ENST00000495610.6	8
ENSG00000182866.17	4494	ENST00000619559.4	102
ENSG00000182871.16	19	ENST00000342220.9	11
ENSG00000182871.16	19	ENST00000359759.8	7
ENSG00000182871.16	19	ENST00000473212.1	1
ENSG00000182872.16	47	ENST00000329236.8	25
ENSG00000182872.16	47	ENST00000345781.10	3
ENSG00000182872.16	47	ENST00000377604.8	7
ENSG00000182872.16	47	ENST00000628161.2	12
ENSG00000182885.17	204	ENST00000333493.9	91
ENSG00000182885.17	204	ENST00000450388.7	52
ENSG00000182885.17	204	ENST00000567991.5	27
ENSG00000182885.17	204	ENST00000568245.5	7
ENSG00000182885.17	204	ENST00000569977.1	27
ENSG00000182899.17	5	ENST00000448864.6	2
ENSG00000182899.17	5	ENST00000474640.1	1
ENSG00000182899.17	5	ENST00000647248.2	2
ENSG00000182903.16	2	ENST00000505900.1	2
ENSG00000182919.15	29	ENST00000331239.8	4
ENSG00000182919.15	29	ENST00000354421.8	16
ENSG00000182919.15	29	ENST00000528099.5	1
ENSG00000182919.15	29	ENST00000528288.5	2
ENSG00000182919.15	29	ENST00000531650.5	2
ENSG00000182919.15	29	ENST00000533154.1	1
ENSG00000182919.15	29	ENST00000540113.5	1
ENSG00000182919.15	29	ENST00000617482.4	2
ENSG00000182923.18	39	ENST00000332047.10	21
ENSG00000182923.18	39	ENST00000354446.7	1
ENSG00000182923.18	39	ENST00000383229.8	12
ENSG00000182923.18	39	ENST00000504013.5	1
ENSG00000182923.18	39	ENST00000620544.4	3
ENSG00000182923.18	39	ENST00000675561.1	1
ENSG00000182934.12	143	ENST00000332118.11	129
ENSG00000182934.12	143	ENST00000532259.1	14
ENSG00000182944.18	815	ENST00000332035.10	6
ENSG00000182944.18	815	ENST00000332050.10	3
ENSG00000182944.18	815	ENST00000397938.7	341
ENSG00000182944.18	815	ENST00000406548.5	432
ENSG00000182944.18	815	ENST00000414183.6	11
ENSG00000182944.18	815	ENST00000437155.6	1
ENSG00000182944.18	815	ENST00000455726.5	2
ENSG00000182944.18	815	ENST00000469669.5	12
ENSG00000182944.18	815	ENST00000479135.5	4
ENSG00000182944.18	815	ENST00000483415.5	1
ENSG00000182944.18	815	ENST00000610553.1	2
ENSG00000182952.5	106	ENST00000377575.3	106
ENSG00000182957.16	75	ENST00000382095.8	15
ENSG00000182957.16	75	ENST00000399949.6	32
ENSG00000182957.16	75	ENST00000409126.5	28
ENSG00000182973.18	43	ENST00000328834.9	25
ENSG00000182973.18	43	ENST00000331889.10	13
ENSG00000182973.18	43	ENST00000416457.5	1
ENSG00000182973.18	43	ENST00000454516.6	4
ENSG00000182979.18	1	ENST00000438610.5	1
ENSG00000182985.17	2	ENST00000452722.7	2
ENSG00000183010.17	1	ENST00000629768.2	1
ENSG00000183011.13	1	ENST00000570555.1	1
ENSG00000183018.9	1	ENST00000571668.5	1
ENSG00000183019.7	53	ENST00000333598.7	49
ENSG00000183019.7	53	ENST00000597445.1	4
ENSG00000183020.14	28	ENST00000332231.9	7
ENSG00000183020.14	28	ENST00000448903.7	18
ENSG00000183020.14	28	ENST00000528815.5	3
ENSG00000183023.18	3	ENST00000406785.6	3
ENSG00000183044.12	5	ENST00000268251.13	2
ENSG00000183044.12	5	ENST00000425191.6	1
ENSG00000183044.12	5	ENST00000569156.5	2
ENSG00000183049.13	16	ENST00000615792.1	15
ENSG00000183049.13	16	ENST00000619168.5	1
ENSG00000183054.11	1	ENST00000329516.7	1
ENSG00000183066.14	3	ENST00000328823.13	1
ENSG00000183066.14	3	ENST00000461730.1	1
ENSG00000183066.14	3	ENST00000475341.5	1
ENSG00000183134.5	8	ENST00000332539.5	8
ENSG00000183137.14	2	ENST00000359793.7	1
ENSG00000183137.14	2	ENST00000517392.5	1
ENSG00000183150.8	1	ENST00000540796.5	1
ENSG00000183155.5	41	ENST00000367262.4	41
ENSG00000183172.9	15	ENST00000331479.4	13
ENSG00000183172.9	15	ENST00000422252.1	2
ENSG00000183207.14	68	ENST00000594338.1	1
ENSG00000183207.14	68	ENST00000595090.6	61
ENSG00000183207.14	68	ENST00000596247.5	6
ENSG00000183250.12	1	ENST00000660377.1	1
ENSG00000183255.12	105	ENST00000330938.8	45
ENSG00000183255.12	105	ENST00000397886.3	60
ENSG00000183258.12	130	ENST00000330503.12	89
ENSG00000183258.12	130	ENST00000503078.5	2
ENSG00000183258.12	130	ENST00000507900.5	3
ENSG00000183258.12	130	ENST00000507955.6	1
ENSG00000183258.12	130	ENST00000652565.1	7
ENSG00000183258.12	130	ENST00000652618.1	1
ENSG00000183258.12	130	ENST00000652623.1	27
ENSG00000183283.16	6790	ENST00000412716.8	6546
ENSG00000183283.16	6790	ENST00000425012.6	40
ENSG00000183283.16	6790	ENST00000436900.2	12
ENSG00000183283.16	6790	ENST00000439799.6	6
ENSG00000183283.16	6790	ENST00000549041.1	46
ENSG00000183283.16	6790	ENST00000549555.5	18
ENSG00000183283.16	6790	ENST00000549732.6	4
ENSG00000183283.16	6790	ENST00000551313.1	8
ENSG00000183283.16	6790	ENST00000551534.5	36
ENSG00000183283.16	6790	ENST00000551919.5	1
ENSG00000183283.16	6790	ENST00000552173.5	1
ENSG00000183283.16	6790	ENST00000552459.2	70
ENSG00000183283.16	6790	ENST00000604900.5	2
ENSG00000183291.17	56	ENST00000331835.10	46
ENSG00000183291.17	56	ENST00000370554.5	1
ENSG00000183291.17	56	ENST00000401030.4	2
ENSG00000183291.17	56	ENST00000469566.5	5
ENSG00000183291.17	56	ENST00000616787.4	2
ENSG00000183309.12	4	ENST00000458270.2	3
ENSG00000183309.12	4	ENST00000526926.6	1
ENSG00000183323.13	1	ENST00000511257.1	1
ENSG00000183336.8	1	ENST00000330978.3	1
ENSG00000183337.17	96	ENST00000378444.9	4
ENSG00000183337.17	96	ENST00000378455.8	17
ENSG00000183337.17	96	ENST00000397354.7	13
ENSG00000183337.17	96	ENST00000413905.5	21
ENSG00000183337.17	96	ENST00000427012.2	2
ENSG00000183337.17	96	ENST00000672922.1	1
ENSG00000183337.17	96	ENST00000673391.1	38
ENSG00000183340.7	1	ENST00000332349.5	1
ENSG00000183354.12	15	ENST00000381461.6	11
ENSG00000183354.12	15	ENST00000436015.6	3
ENSG00000183354.12	15	ENST00000513355.2	1
ENSG00000183386.10	24	ENST00000373016.4	13
ENSG00000183386.10	24	ENST00000477194.5	10
ENSG00000183386.10	24	ENST00000485803.5	1
ENSG00000183401.12	12	ENST00000458408.6	11
ENSG00000183401.12	12	ENST00000590919.5	1
ENSG00000183421.12	1	ENST00000332512.8	1
ENSG00000183426.17	2	ENST00000472413.5	1
ENSG00000183426.17	2	ENST00000541836.5	1
ENSG00000183431.12	234	ENST00000373019.5	234
ENSG00000183439.9	3	ENST00000329314.6	3
ENSG00000183474.15	1	ENST00000510979.5	1
ENSG00000183475.13	10	ENST00000332783.12	1
ENSG00000183475.13	10	ENST00000343276.4	9
ENSG00000183479.12	8	ENST00000330912.6	6
ENSG00000183479.12	8	ENST00000370232.3	2
ENSG00000183484.12	1	ENST00000392585.2	1
ENSG00000183486.13	133	ENST00000330714.8	81
ENSG00000183486.13	133	ENST00000398632.3	7
ENSG00000183486.13	133	ENST00000474368.1	3
ENSG00000183486.13	133	ENST00000481838.5	13
ENSG00000183486.13	133	ENST00000482953.5	29
ENSG00000183495.14	8	ENST00000332482.8	1
ENSG00000183495.14	8	ENST00000389561.7	3
ENSG00000183495.14	8	ENST00000611739.4	3
ENSG00000183495.14	8	ENST00000616136.1	1
ENSG00000183506.17	9	ENST00000463608.5	1
ENSG00000183506.17	9	ENST00000479693.1	1
ENSG00000183506.17	9	ENST00000480319.5	5
ENSG00000183506.17	9	ENST00000494740.5	2
ENSG00000183508.5	197	ENST00000369448.4	197
ENSG00000183513.9	5	ENST00000480666.1	5
ENSG00000183520.12	40	ENST00000373014.5	38
ENSG00000183520.12	40	ENST00000488453.1	2
ENSG00000183527.12	7	ENST00000331573.8	6
ENSG00000183527.12	7	ENST00000380900.2	1
ENSG00000183530.14	15	ENST00000327423.11	15
ENSG00000183569.18	1	ENST00000327678.10	1
ENSG00000183576.13	21	ENST00000329331.7	5
ENSG00000183576.13	21	ENST00000331768.10	13
ENSG00000183576.13	21	ENST00000446066.5	1
ENSG00000183576.13	21	ENST00000489770.1	2
ENSG00000183597.16	86	ENST00000327374.9	9
ENSG00000183597.16	86	ENST00000398042.6	14
ENSG00000183597.16	86	ENST00000399807.7	9
ENSG00000183597.16	86	ENST00000401833.5	10
ENSG00000183597.16	86	ENST00000430807.5	1
ENSG00000183597.16	86	ENST00000432883.5	10
ENSG00000183597.16	86	ENST00000447208.6	1
ENSG00000183597.16	86	ENST00000450019.5	17
ENSG00000183597.16	86	ENST00000456048.5	6
ENSG00000183597.16	86	ENST00000479679.5	2
ENSG00000183597.16	86	ENST00000490583.5	7
ENSG00000183604.14	2	ENST00000411546.3	2
ENSG00000183605.17	11	ENST00000355697.7	8
ENSG00000183605.17	11	ENST00000461438.5	2
ENSG00000183605.17	11	ENST00000466218.5	1
ENSG00000183617.5	1	ENST00000330133.5	1
ENSG00000183621.15	20	ENST00000331737.10	2
ENSG00000183621.15	20	ENST00000361310.7	2
ENSG00000183621.15	20	ENST00000375311.1	4
ENSG00000183621.15	20	ENST00000413025.5	5
ENSG00000183621.15	20	ENST00000436087.6	7
ENSG00000183624.14	23	ENST00000383463.9	12
ENSG00000183624.14	23	ENST00000417226.6	3
ENSG00000183624.14	23	ENST00000509042.5	4
ENSG00000183624.14	23	ENST00000510314.5	4
ENSG00000183625.15	139	ENST00000357422.2	55
ENSG00000183625.15	139	ENST00000395940.3	84
ENSG00000183647.10	2	ENST00000597700.5	2
ENSG00000183671.12	1	ENST00000447845.1	1
ENSG00000183688.4	1	ENST00000329099.4	1
ENSG00000183690.13	3	ENST00000420999.2	3
ENSG00000183696.14	45	ENST00000331803.8	2
ENSG00000183696.14	45	ENST00000395560.7	14
ENSG00000183696.14	45	ENST00000395564.9	23
ENSG00000183696.14	45	ENST00000417464.6	2
ENSG00000183696.14	45	ENST00000495446.1	4
ENSG00000183718.5	25	ENST00000503005.1	4
ENSG00000183718.5	25	ENST00000510796.1	20
ENSG00000183718.5	25	ENST00000611618.1	1
ENSG00000183726.11	234	ENST00000374358.5	219
ENSG00000183726.11	234	ENST00000480937.5	4
ENSG00000183726.11	234	ENST00000491936.5	4
ENSG00000183726.11	234	ENST00000498135.5	7
ENSG00000183734.4	3	ENST00000331289.4	3
ENSG00000183735.10	29	ENST00000331710.10	19
ENSG00000183735.10	29	ENST00000539810.1	1
ENSG00000183735.10	29	ENST00000650762.1	1
ENSG00000183735.10	29	ENST00000650790.1	1
ENSG00000183735.10	29	ENST00000650997.1	1
ENSG00000183735.10	29	ENST00000651014.1	2
ENSG00000183735.10	29	ENST00000651878.1	3
ENSG00000183735.10	29	ENST00000651947.1	1
ENSG00000183751.15	20	ENST00000332704.5	1
ENSG00000183751.15	20	ENST00000567615.1	1
ENSG00000183751.15	20	ENST00000568546.6	12
ENSG00000183751.15	20	ENST00000569628.5	6
ENSG00000183763.9	1	ENST00000331456.7	1
ENSG00000183765.22	17	ENST00000348295.7	1
ENSG00000183765.22	17	ENST00000382580.6	2
ENSG00000183765.22	17	ENST00000402731.5	2
ENSG00000183765.22	17	ENST00000404276.6	10
ENSG00000183765.22	17	ENST00000405598.5	1
ENSG00000183765.22	17	ENST00000648295.1	1
ENSG00000183773.15	2	ENST00000465606.5	2
ENSG00000183785.15	12	ENST00000330423.8	11
ENSG00000183785.15	12	ENST00000416740.1	1
ENSG00000183814.15	3	ENST00000328205.9	1
ENSG00000183814.15	3	ENST00000481685.1	2
ENSG00000183828.15	1	ENST00000392568.7	1
ENSG00000183878.15	50	ENST00000329134.9	1
ENSG00000183878.15	50	ENST00000331397.8	2
ENSG00000183878.15	50	ENST00000362096.8	4
ENSG00000183878.15	50	ENST00000382893.2	37
ENSG00000183878.15	50	ENST00000382896.8	3
ENSG00000183878.15	50	ENST00000538878.5	2
ENSG00000183878.15	50	ENST00000545955.5	1
ENSG00000183914.14	2	ENST00000389173.6	2
ENSG00000183918.17	47	ENST00000360027.4	1
ENSG00000183918.17	47	ENST00000371139.9	45
ENSG00000183918.17	47	ENST00000491950.5	1
ENSG00000183943.6	44	ENST00000262848.6	44
ENSG00000183960.9	1	ENST00000452398.5	1
