gene.id,chr,start,end,length,mean,median,sd,q0,q25,q50,q75,q100
ENSG00000148308.18,chr9,133030674,133058503,27829,55.04,51,14.21,1,50,51,55,106
ENSG00000273932.1,chr9,133051995,133052059,64,63.05,63,0.28,63,63,63,63,65
ENSG00000170835.16,chr9,133061977,133071863,9886,2.2,2,1.29,1,1,2,3,7
ENSG00000170827.9,chr9,133079899,133087355,7456,1,1,0,1,1,1,1,1
ENSG00000160271.16,chr9,133097719,133149334,51615,62.45,76,35.58,1,18,76,84,168
ENSG00000285245.1,chr9,133098120,133163914,65794,52.49,64,36.64,1,18,64,83,168
ENSG00000148288.13,chr9,133152947,133163933,10986,22.74,25,5.08,2,19,25,26,36
ENSG00000171102.14,chr9,133205276,133209250,3974,1,1,0,1,1,1,1,1
ENSG00000119440.8,chr9,133224904,133228591,3687,1,1,0,1,1,1,1,1
ENSG00000175164.15,chr9,133250400,133276024,25624,4.37,4,1.58,1,4,4,5,12
ENSG00000201843.1,chr9,133302469,133302563,94,1,1,0,1,1,1,1,1
ENSG00000204031.3,chr9,133317793,133318469,676,1,1,0,1,1,1,1,1
ENSG00000148296.7,chr9,133328775,133336188,7413,35.63,37,20.86,1,11,37,56,77
ENSG00000201451.1,chr9,133337727,133337824,97,10.13,10,0.49,10,10,10,10,13
ENSG00000148297.16,chr9,133338311,133348131,9820,43.93,46,22.46,3,18,46,65,99
ENSG00000230064.1,chr9,133338989,133339465,476,11.65,11,0.98,10,11,11,12,15
ENSG00000148303.17,chr9,133348217,133351426,3209,2002.18,891,1184.04,10,889,891,3056,4479
ENSG00000206611.1,chr9,133349395,133349470,75,3053,3053,0,3053,3053,3053,3053,3053
ENSG00000200831.1,chr9,133350094,133350168,74,NaN,,,,,,,
ENSG00000199744.1,chr9,133350455,133350528,73,NaN,,,,,,,
ENSG00000252542.1,chr9,133350846,133350912,66,NaN,,,,,,,
ENSG00000148290.10,chr9,133351757,133356676,4919,NaN,,,,,,,
ENSG00000148291.10,chr9,133356549,133361158,4609,NaN,,,,,,,
ENSG00000148248.14,chr9,133361449,133376166,14717,NaN,,,,,,,
ENSG00000198870.8,chr9,133376365,133406096,29731,NaN,,,,,,,
ENSG00000148300.12,chr9,133406058,133418096,12038,NaN,,,,,,,
ENSG00000160323.18,chr9,133414357,133459402,45045,NaN,,,,,,,
ENSG00000160325.14,chr9,133459964,133470848,10884,NaN,,,,,,,
ENSG00000160326.14,chr9,133471093,133479127,8034,NaN,,,,,,,
ENSG00000187616.5,chr9,133514585,133528612,14027,NaN,,,,,,,
ENSG00000197859.11,chr9,133532163,133575519,43356,NaN,,,,,,,
ENSG00000196990.9,chr9,133577080,133609389,32309,NaN,,,,,,,
ENSG00000261018.1,chr9,133611797,133633099,21302,NaN,,,,,,,
ENSG00000123454.12,chr9,133636362,133659329,22967,NaN,,,,,,,
ENSG00000225756.1,chr9,133654585,133657313,2728,NaN,,,,,,,
ENSG00000123453.18,chr9,133663559,133739955,76396,NaN,,,,,,,
ENSG00000160293.17,chr9,133761893,133992604,230711,20.84,21,1.63,1,21,21,21,23
ENSG00000235106.10,chr9,134025480,134034666,9186,18.39,15,13.98,1,6,15,32,62
ENSG00000169925.17,chr9,134030304,134068535,38231,30.96,28,12.21,1,22,28,41,69
ENSG00000235138.1,chr9,134054289,134058805,4516,22.93,23,1.14,22,22,23,23,28
ENSG00000271525.1,chr9,134078903,134079444,541,NaN,,,,,,,
ENSG00000273249.1,chr9,134132241,134135772,3531,1.92,2,0.95,1,1,2,2,5
ENSG00000196363.9,chr9,134135364,134159968,24604,37.34,36,14.03,1,27,36,49,76
ENSG00000221676.1,chr9,134164438,134164564,126,2.9,3,0.31,2,3,3,3,3
ENSG00000273473.1,chr9,134168768,134169340,572,2.36,2,0.48,2,2,2,3,3
ENSG00000223729.1,chr9,134293930,134295397,1467,NaN,,,,,,,
ENSG00000279929.1,chr9,134298462,134300413,1951,NaN,,,,,,,
ENSG00000186350.12,chr9,134317097,134440585,123488,133.24,77,97.51,1,65,77,216,411
ENSG00000263897.1,chr9,134379410,134379472,62,77,77,0,77,77,77,77,77
ENSG00000223795.2,chr9,134505471,134521442,15971,NaN,,,,,,,
ENSG00000228877.2,chr9,134527181,134545244,18063,NaN,,,,,,,
ENSG00000227150.1,chr9,134552737,134553897,1160,NaN,,,,,,,
ENSG00000130635.16,chr9,134641802,134844843,203041,1.72,1,1.41,1,1,1,2,6
ENSG00000204011.5,chr9,134649384,134653073,3689,NaN,,,,,,,
ENSG00000286502.1,chr9,134770650,134775671,5021,1,1,0,1,1,1,1,1
ENSG00000264744.1,chr9,134849297,134849369,72,NaN,,,,,,,
ENSG00000265872.1,chr9,134849486,134849564,78,NaN,,,,,,,
ENSG00000265848.1,chr9,134849608,134849682,74,NaN,,,,,,,
ENSG00000264163.1,chr9,134850124,134850272,148,NaN,,,,,,,
ENSG00000264136.1,chr9,134850276,134850356,80,NaN,,,,,,,
ENSG00000266827.1,chr9,134850569,134850641,72,NaN,,,,,,,
ENSG00000266514.1,chr9,134850741,134850807,66,NaN,,,,,,,
ENSG00000232355.2,chr9,134868235,134868475,240,NaN,,,,,,,
ENSG00000160339.16,chr9,134880809,134887523,6714,1.06,1,0.23,1,1,1,1,2
ENSG00000085265.11,chr9,134903231,134917912,14681,934.85,1275,726.56,1,109,1275,1651,2204
ENSG00000236403.2,chr9,134936523,134943207,6684,1.45,1,0.69,1,1,1,2,4
ENSG00000279935.1,chr9,134992957,134995854,2897,1,1,0,1,1,1,1,1
ENSG00000130558.20,chr9,135075421,135121180,45759,3.85,3,2.71,1,2,3,4,15
ENSG00000227958.1,chr9,135204721,135237597,32876,NaN,,,,,,,
ENSG00000233936.1,chr9,135245695,135252708,7013,NaN,,,,,,,
ENSG00000178243.4,chr9,135343248,135346562,3314,NaN,,,,,,,
ENSG00000235572.3,chr9,135352672,135354284,1612,NaN,,,,,,,
ENSG00000224682.1,chr9,135447445,135450154,2709,NaN,,,,,,,
ENSG00000225361.4,chr9,135462726,135480777,18051,2.66,1,2.64,1,1,1,6,10
ENSG00000196422.11,chr9,135479078,135488893,9815,6.28,6,2.82,1,5,6,7,21
ENSG00000160345.13,chr9,135495180,135501734,6554,18.05,2,20.06,1,2,2,42,51
ENSG00000122140.11,chr9,135499983,135504673,4690,38.5,42,12.15,1,34,42,46,63
ENSG00000226706.1,chr9,135503272,135506447,3175,35.92,40,12.24,2,27,40,43,63
ENSG00000160349.9,chr9,135521437,135526532,5095,NaN,,,,,,,
ENSG00000122136.13,chr9,135546138,135549969,3831,NaN,,,,,,,
ENSG00000122133.17,chr9,135561755,135566955,5200,NaN,,,,,,,
ENSG00000237339.5,chr9,135574934,135587112,12178,NaN,,,,,,,
ENSG00000224045.1,chr9,135588001,135591975,3974,NaN,,,,,,,
ENSG00000236543.3,chr9,135604344,135619893,15549,NaN,,,,,,,
ENSG00000204007.7,chr9,135623647,135639540,15893,NaN,,,,,,,
ENSG00000148386.9,chr9,135663321,135666422,3101,NaN,,,,,,,
ENSG00000165643.11,chr9,135693406,135704498,11092,NaN,,,,,,,
ENSG00000107147.14,chr9,135702184,135795508,93324,1.17,1,0.53,1,1,1,1,5
ENSG00000130559.19,chr9,135808486,135907546,99060,12.19,14,3.86,1,10,14,15,32
ENSG00000238058.2,chr9,135907811,135916126,8315,2.27,2,1.39,1,1,2,3,8
ENSG00000130560.9,chr9,135932968,135961373,28405,45.13,44,12.05,1,36,44,54,95
ENSG00000148411.8,chr9,136006536,136095289,88753,49.35,46,7.83,2,43,46,54,101
ENSG00000260193.1,chr9,136107807,136109424,1617,2.49,2,1.51,1,1,2,4,6
ENSG00000238227.8,chr9,136114580,136118875,4295,79.57,85,24.69,1,72,85,91,151
ENSG00000275329.1,chr9,136122520,136124363,1843,1,1,0,1,1,1,1,1
ENSG00000107187.17,chr9,136196249,136205128,8879,1,1,0,1,1,1,1,1
ENSG00000165661.17,chr9,136206332,136245812,39480,25.81,26,5.38,1,25,26,27,46
ENSG00000260220.7,chr9,136249972,136306901,56929,1.05,1,0.26,1,1,1,1,3
ENSG00000279813.1,chr9,136249977,136251205,1228,2,2,0,2,2,2,2,2
ENSG00000283769.1,chr9,136263924,136267237,3313,NaN,,,,,,,
ENSG00000262075.3,chr9,136322302,136327323,5021,1,1,0,1,1,1,1,1
ENSG00000160360.13,chr9,136327475,136359605,32130,3.58,3,2.14,1,2,3,5,12
ENSG00000213221.5,chr9,136359479,136363744,4265,22.73,2,26.97,1,1,2,53,87
ENSG00000187796.15,chr9,136361902,136373681,11779,36.9,38,13.52,2,26,38,45,87
ENSG00000165684.4,chr9,136375576,136400168,24592,16.09,15,8.11,2,10,15,19,41
ENSG00000165689.17,chr9,136401921,136410614,8693,43.58,44,14.48,2,34,44,57,95
ENSG00000165688.12,chr9,136410640,136423761,13121,45.74,44,8.16,2,40,44,53,76
ENSG00000148384.14,chr9,136428618,136439845,11227,18.08,16,6.6,2,14,16,20,42
ENSG00000148396.18,chr9,136440095,136483759,43664,58.46,56,18.72,1,50,56,72,134
ENSG00000196366.3,chr9,136483494,136486067,2573,1.56,1,0.77,1,1,1,2,4
ENSG00000148400.12,chr9,136494432,136546048,51616,145.66,135,34.05,1,124,135,157,343
ENSG00000263403.1,chr9,136519567,136519626,59,154.03,154,0.26,154,154,154,154,156
ENSG00000227512.1,chr9,136542880,136543835,955,124.17,123,2.99,120,122,123,127,130
ENSG00000265181.1,chr9,136546172,136546259,87,1,1,0,1,1,1,1,1
ENSG00000237886.1,chr9,136546211,136549893,3682,6.48,6,2.99,1,5,6,8,16
ENSG00000279141.3,chr9,136612023,136617181,5158,4.48,4,1.69,2,4,4,5,12
ENSG00000228401.5,chr9,136647871,136660421,12550,2.01,2,0.1,2,2,2,2,3
ENSG00000172889.16,chr9,136658855,136672678,13823,3.86,3,1.96,2,2,3,5,10
ENSG00000199161.1,chr9,136670601,136670686,85,5,5,0,5,5,5,5,5
ENSG00000169692.13,chr9,136673142,136687457,14315,74.14,77,9.8,2,73,77,78,110
ENSG00000165716.11,chr9,136712571,136724742,12171,5.72,5,3.79,2,4,5,7,43
ENSG00000233016.7,chr9,136721365,136728184,6819,59.28,29,54.42,2,7,29,109,145
ENSG00000280496.1,chr9,136726103,136726239,136,135.52,136,0.96,133,135,136,136,137
ENSG00000276161.1,chr9,136726104,136726234,130,135.5,136,0.97,133,135,136,136,137
ENSG00000274998.1,chr9,136726746,136726879,133,107.57,107.5,1.44,105,107,107.5,109,110
ENSG00000281808.1,chr9,136726747,136726879,132,107.57,108,1.45,105,107,108,109,110
ENSG00000274356.1,chr9,136728952,136729855,903,1,1,0,1,1,1,1,1
ENSG00000187922.14,chr9,136738166,136743356,5190,12.91,15,6.47,1,9,15,18,28
ENSG00000204003.8,chr9,136738166,136748453,10287,10.25,13,7.41,1,2,13,17,28
ENSG00000267206.6,chr9,136744016,136748525,4509,1.83,2,0.38,1,2,2,2,2
ENSG00000278756.1,chr9,136746892,136746970,78,2,2,0,2,2,2,2,2
ENSG00000204001.9,chr9,136754385,136758543,4158,9.53,10,4.1,1,7,10,12,19
ENSG00000177984.7,chr9,136759633,136766255,6622,1,1,0,1,1,1,1,1
ENSG00000224662.2,chr9,136779938,136780218,280,NaN,,,,,,,
ENSG00000244187.8,chr9,136791343,136793317,1974,61.75,63,21.88,2,51,63,78,113
ENSG00000272896.1,chr9,136791378,136800595,9217,16.61,5,25.84,1,3,5,9,113
ENSG00000213213.14,chr9,136796337,136807741,11404,3.69,3,2.05,1,2,3,5,12
ENSG00000273066.5,chr9,136799222,136810042,10820,16.99,4,26.21,1,3,4,8,82
ENSG00000272679.1,chr9,136800365,136829466,29101,56.85,68,31.15,1,58,68,70,111
ENSG00000228544.1,chr9,136803926,136808848,4922,16.34,5,24.28,1,3,5,8,82
ENSG00000196642.19,chr9,136807942,136841187,33245,75.15,69,10.47,7,68,69,87,115
ENSG00000213212.3,chr9,136812787,136815536,2749,68.21,68,0.51,68,68,68,68,71
ENSG00000265806.1,chr9,136830956,136831023,67,88.74,89,0.96,88,88,89,89,92
ENSG00000232434.2,chr9,136844414,136848801,4387,NaN,,,,,,,
ENSG00000054148.18,chr9,136848723,136851027,2304,NaN,,,,,,,
ENSG00000177943.14,chr9,136850942,136860799,9857,NaN,,,,,,,
ENSG00000107223.13,chr9,136862118,136866308,4190,NaN,,,,,,,
ENSG00000127191.18,chr9,136881911,136926607,44696,NaN,,,,,,,
ENSG00000266507.1,chr9,136886732,136886803,71,NaN,,,,,,,
ENSG00000213590.2,chr9,136935839,136937161,1322,NaN,,,,,,,
ENSG00000260190.1,chr9,136937168,136937988,820,NaN,,,,,,,
ENSG00000159069.14,chr9,136940434,136944738,4304,NaN,,,,,,,
ENSG00000176919.13,chr9,136945184,136946975,1791,NaN,,,,,,,
ENSG00000184925.12,chr9,136949550,136955497,5947,NaN,,,,,,,
ENSG00000198454.2,chr9,136969242,136971990,2748,NaN,,,,,,,
ENSG00000107317.13,chr9,136975091,136981742,6651,NaN,,,,,,,
ENSG00000284341.1,chr9,136977517,136985435,7918,NaN,,,,,,,
ENSG00000214402.7,chr9,136981903,136986410,4507,NaN,,,,,,,
ENSG00000148362.11,chr9,136992421,136993984,1563,NaN,,,,,,,
ENSG00000169583.13,chr9,136994607,136996568,1961,NaN,,,,,,,
ENSG00000107331.17,chr9,137007233,137028922,21689,81.61,81,11,62,69,81,93,104
ENSG00000180539.8,chr9,137027463,137037957,10494,NaN,,,,,,,
ENSG00000180549.8,chr9,137030173,137032088,1915,NaN,,,,,,,
ENSG00000279073.3,chr9,137031240,137040436,9196,NaN,,,,,,,
ENSG00000107281.10,chr9,137039462,137046179,6717,NaN,,,,,,,
ENSG00000054179.12,chr9,137048106,137054061,5955,NaN,,,,,,,
ENSG00000236394.2,chr9,137052661,137053375,714,NaN,,,,,,,
ENSG00000229257.2,chr9,137057662,137062461,4799,NaN,,,,,,,
ENSG00000186193.9,chr9,137062126,137070557,8431,NaN,,,,,,,
ENSG00000231864.2,chr9,137063534,137064581,1047,NaN,,,,,,,
ENSG00000197355.11,chr9,137077516,137084539,7023,NaN,,,,,,,
ENSG00000268996.3,chr9,137084945,137086817,1872,NaN,,,,,,,
ENSG00000177239.15,chr9,137086984,137109183,22199,96.43,98,16.29,56,79,98,107,137
ENSG00000199411.1,chr9,137094344,137094430,86,NaN,,,,,,,
ENSG00000176978.14,chr9,137110545,137115177,4632,NaN,,,,,,,
ENSG00000176884.16,chr9,137139153,137168756,29603,NaN,,,,,,,
ENSG00000184709.7,chr9,137168757,137170051,1294,NaN,,,,,,,
ENSG00000261793.1,chr9,137168853,137171984,3131,NaN,,,,,,,
ENSG00000263697.1,chr9,137169185,137169270,85,NaN,,,,,,,
ENSG00000185863.8,chr9,137170857,137172056,1199,NaN,,,,,,,
ENSG00000176248.9,chr9,137174783,137188560,13777,NaN,,,,,,,
ENSG00000176101.12,chr9,137188659,137190370,1711,NaN,,,,,,,
ENSG00000176058.13,chr9,137191616,137204193,12577,NaN,,,,,,,
ENSG00000187713.7,chr9,137204081,137205648,1567,NaN,,,,,,,
ENSG00000188566.14,chr9,137205684,137217009,11325,NaN,,,,,,,
ENSG00000284976.1,chr9,137217451,137219361,1910,NaN,,,,,,,
ENSG00000212864.3,chr9,137220246,137221581,1335,NaN,,,,,,,
ENSG00000197191.6,chr9,137224634,137226315,1681,NaN,,,,,,,
ENSG00000233198.4,chr9,137227501,137229640,2139,NaN,,,,,,,
ENSG00000198569.10,chr9,137230756,137236555,5799,NaN,,,,,,,
ENSG00000188229.6,chr9,137241286,137243707,2421,158,158,6.21,146,153,158,163,169
ENSG00000188163.8,chr9,137243583,137247770,4187,NaN,,,,,,,
ENSG00000275549.1,chr9,137250218,137253497,3279,NaN,,,,,,,
ENSG00000197768.10,chr9,137251260,137253483,2223,NaN,,,,,,,
ENSG00000188986.8,chr9,137255326,137273542,18216,NaN,,,,,,,
ENSG00000198113.3,chr9,137277725,137282641,4916,NaN,,,,,,,
ENSG00000270259.2,chr9,137286111,137287236,1125,NaN,,,,,,,
ENSG00000260996.1,chr9,137293867,137295721,1854,NaN,,,,,,,
ENSG00000288234.1,chr9,137294934,137300189,5255,NaN,,,,,,,
ENSG00000198435.4,chr9,137299630,137302271,2641,NaN,,,,,,,
ENSG00000187609.16,chr9,137306895,137423211,116316,NaN,,,,,,,
ENSG00000188747.8,chr9,137423349,137434406,11057,NaN,,,,,,,
ENSG00000188833.10,chr9,137434363,137441816,7453,NaN,,,,,,,
ENSG00000165802.23,chr9,137447569,137459334,11765,61.9,62,3.12,56,59,62,64.5,68
ENSG00000284317.1,chr9,137450025,137450086,61,NaN,,,,,,,
ENSG00000130653.16,chr9,137459951,137550402,90451,7.19,9,2.57,1,5,9,9,13
ENSG00000182154.8,chr9,137551878,137552555,677,104.26,105,49.83,1,75,105,143,183
ENSG00000148399.13,chr9,137554443,137578925,24482,26.57,29,7.33,1,21,29,32,64
ENSG00000165724.6,chr9,137582080,137590512,8432,17.18,15,5.41,1,15,15,20,44
ENSG00000197070.14,chr9,137605684,137615360,9676,136.6,131,24.76,7,126,131,139,261
ENSG00000283411.1,chr9,137605743,137711018,105275,35.77,27,33,1,25,27,27,261
ENSG00000203993.6,chr9,137615331,137618906,3575,20.4,21,7.12,2,17,21,25,37
ENSG00000181090.21,chr9,137618991,137870016,251025,43.73,43,18.37,4,26,43,62,93
ENSG00000274841.1,chr9,137638127,137638408,281,25,25,0,25,25,25,25,25
ENSG00000233998.1,chr9,137640985,137641547,562,25,25,0,25,25,25,25,25
ENSG00000255585.3,chr9,137776538,137789235,12697,55.07,59,8.59,33,45,59,61,88
ENSG00000207693.1,chr9,137838418,137838516,98,NaN,,,,,,,
ENSG00000203987.3,chr9,137867924,137892570,24646,NaN,,,,,,,
ENSG00000148408.13,chr9,137877781,138124624,246843,NaN,,,,,,,
ENSG00000276388.1,chr9,138129398,138129526,128,NaN,,,,,,,
ENSG00000229926.1,chr9,138137094,138143864,6770,NaN,,,,,,,
ENSG00000159247.13,chr9,138150074,138177433,27359,1.76,2,0.43,1,2,2,2,2
ENSG00000278130.1,chr9,138177425,138179774,2349,NaN,,,,,,,
ENSG00000237419.1,chr9,138199932,138203325,3393,NaN,,,,,,,
ENSG00000233013.10,chr9,138217067,138253217,36150,48.64,51,18.81,4,43,51,55,151
ENSG00000223256.1,chr9,138259594,138259698,104,NaN,,,,,,,
ENSG00000250210.5,chr9,138286247,138286430,183,NaN,,,,,,,
ENSG00000286255.1,chr9,138319897,138320835,938,NaN,,,,,,,
ENSG00000210049.1,chrM,576,647,71,1326.93,1456,458.07,585,849,1456,1746.5,1964
ENSG00000211459.2,chrM,647,1601,954,6064.22,6816,1758.24,816,5779,6816,7116.5,7711
ENSG00000210077.1,chrM,1601,1670,69,2153.33,2464.5,1054.76,704,994.25,2464.5,3247.25,3669
ENSG00000210082.2,chrM,1670,3229,1559,7061.45,7317.5,936.76,794,7071.75,7317.5,7484,7799
ENSG00000209082.1,chrM,3229,3304,75,1719.95,1934,677.01,679,1220.75,1934,2241.75,2696
ENSG00000198888.2,chrM,3306,4262,956,5394.18,5638.5,1529.55,308,4929.75,5638.5,6452,7313
ENSG00000210100.1,chrM,4262,4331,69,284.76,286,16.42,260,269,286,300.75,310
ENSG00000210107.1,chrM,4328,4400,72,241.19,236,18.69,211,225,236,259,273
ENSG00000210112.1,chrM,4401,4469,68,1142.84,1149,532.43,211,823,1149,1645.25,1662
ENSG00000198763.3,chrM,4469,5511,1042,4423.23,5109.5,2272.52,231,1937,5109.5,6585.75,7297
ENSG00000210117.1,chrM,5511,5579,68,336.29,402,104.55,186,218,402,420,454
ENSG00000210127.1,chrM,5586,5655,69,1961.46,1953,718.21,459,1720.5,1953,2644,2845
ENSG00000210135.1,chrM,5656,5729,73,NaN,,,,,,,
ENSG00000210140.1,chrM,5760,5826,66,NaN,,,,,,,
ENSG00000210144.1,chrM,5825,5891,66,NaN,,,,,,,
ENSG00000198804.2,chrM,5903,7445,1542,7236.67,7411,492.9,5219,7195.5,7411,7547,7752
ENSG00000210151.2,chrM,7445,7514,69,NaN,,,,,,,
ENSG00000210154.1,chrM,7517,7585,68,NaN,,,,,,,
ENSG00000198712.1,chrM,7585,8269,684,NaN,,,,,,,
ENSG00000210156.1,chrM,8294,8364,70,NaN,,,,,,,
ENSG00000228253.1,chrM,8365,8572,207,NaN,,,,,,,
ENSG00000198899.2,chrM,8526,9207,681,NaN,,,,,,,
ENSG00000198938.2,chrM,9206,9990,784,NaN,,,,,,,
ENSG00000210164.1,chrM,9990,10058,68,NaN,,,,,,,
ENSG00000198840.2,chrM,10058,10404,346,NaN,,,,,,,
ENSG00000210174.1,chrM,10404,10469,65,NaN,,,,,,,
ENSG00000212907.2,chrM,10469,10766,297,NaN,,,,,,,
ENSG00000198886.2,chrM,10759,12137,1378,NaN,,,,,,,
ENSG00000210176.1,chrM,12137,12206,69,NaN,,,,,,,
ENSG00000210184.1,chrM,12206,12265,59,NaN,,,,,,,
ENSG00000210191.1,chrM,12265,12336,71,NaN,,,,,,,
ENSG00000198786.2,chrM,12336,14148,1812,4270.15,4332,497.71,1464,4040,4332,4632,5321
ENSG00000198695.2,chrM,14148,14673,525,4521.87,4808.5,846.56,2245,3918.25,4808.5,5250.25,5763
ENSG00000210194.1,chrM,14673,14742,69,1327.1,1183,562.31,565,768,1183,1886.75,2254
ENSG00000198727.2,chrM,14746,15887,1141,4850.71,5262,1326.5,428,4848,5262,5660,6361
ENSG00000210195.2,chrM,15887,15953,66,494.43,535,75.04,332,471,535,547.5,565
ENSG00000210196.2,chrM,15955,16023,68,542.41,589,100.95,321,563,589,600,618
ENSG00000228572.7,chrX,253742,255091,1349,NaN,,,,,,,
ENSG00000182378.14,chrX,276321,303356,27035,4.22,6,2.9,1,1,6,6,11
ENSG00000178605.13,chrX,304528,318819,14291,30.2,33,11.41,1,26,33,34,57
ENSG00000226179.6,chrX,320989,321851,862,NaN,,,,,,,
ENSG00000167393.18,chrX,333932,386955,53023,5.78,8,2.81,1,3,8,8,10
ENSG00000281849.3,chrX,386979,405579,18600,NaN,,,,,,,
ENSG00000275287.5,chrX,388099,388389,290,NaN,,,,,,,
ENSG00000280767.3,chrX,419156,421980,2824,NaN,,,,,,,
ENSG00000234958.6,chrX,523774,524102,328,NaN,,,,,,,
ENSG00000229232.6,chrX,545235,545352,117,NaN,,,,,,,
ENSG00000185960.14,chrX,624343,659411,35068,NaN,,,,,,,
ENSG00000237531.6,chrX,990220,994365,4145,NaN,,,,,,,
ENSG00000225661.7,chrX,1008502,1010101,1599,NaN,,,,,,,
ENSG00000205755.12,chrX,1187548,1212723,25175,NaN,,,,,,,
ENSG00000198223.16,chrX,1268799,1310381,41582,59.18,48,19.59,1,43,48,76,97
ENSG00000265658.6,chrX,1293917,1293992,75,48,48,0,48,48,48,48,48
ENSG00000223274.6,chrX,1300255,1300375,120,NaN,,,,,,,
ENSG00000185291.12,chrX,1336615,1382689,46074,8.21,7,6.82,1,2,7,10,34
ENSG00000169100.14,chrX,1386151,1392113,5962,317.64,287,125.72,1,285,287,444,483
ENSG00000236871.7,chrX,1396426,1399402,2976,1.84,2,0.37,1,2,2,2,2
ENSG00000236017.8,chrX,1401768,1414028,12260,19.25,22,5.58,2,22,22,22,24
ENSG00000169093.16,chrX,1403138,1453762,50624,15.56,16,6.72,1,10,16,22,33
ENSG00000182162.11,chrX,1462580,1537185,74605,40.9,41,1.73,1,41,41,41,48
ENSG00000197976.12,chrX,1591603,1602520,10917,42.97,56,18.71,1,23,56,56,68
ENSG00000196433.13,chrX,1615058,1643081,28023,NaN,,,,,,,
ENSG00000223511.7,chrX,1732583,1763212,30629,2.76,1,1.97,1,1,1,5,5
ENSG00000234622.6,chrX,1767346,1768776,1430,NaN,,,,,,,
ENSG00000169084.15,chrX,2219505,2502805,283300,6.61,5,3.5,1,5,5,6,19
ENSG00000223571.6,chrX,2334294,2336410,2116,5,5,0,5,5,5,5,5
ENSG00000214717.12,chrX,2486413,2500976,14563,14.79,19,6.39,2,5,19,19,19
ENSG00000277120.5,chrX,2609190,2609254,64,NaN,,,,,,,
ENSG00000223773.7,chrX,2609347,2657229,47882,5.23,5,2.42,1,3,5,7,12
ENSG00000230542.6,chrX,2612987,2615347,2360,6,6,0,6,6,6,6,6
ENSG00000002586.20,chrX,2691186,2741309,50123,188.76,202,50.33,1,133,202,202,397
ENSG00000124343.14,chrX,2752039,2816500,64461,1.01,1,0.08,1,1,1,1,2
ENSG00000056998.20,chrX,2828821,2882820,53999,NaN,,,,,,,
ENSG00000235483.1,chrX,2852739,2853760,1021,NaN,,,,,,,
ENSG00000006756.16,chrX,2903971,2929349,25378,13.21,11,5.54,1,9,11,18,35
ENSG00000229851.1,chrX,2904903,2906081,1178,14.82,14,4.19,6,12,14,17,26
ENSG00000157399.16,chrX,2934520,2968475,33955,1,1,0,1,1,1,1,1
ENSG00000205667.3,chrX,3006545,3034111,27566,NaN,,,,,,,
ENSG00000062096.15,chrX,3041470,3112727,71257,NaN,,,,,,,
ENSG00000239228.3,chrX,3058219,3058502,283,NaN,,,,,,,
ENSG00000230249.1,chrX,3112899,3113596,697,NaN,,,,,,,
ENSG00000228459.4,chrX,3271543,3286138,14595,NaN,,,,,,,
ENSG00000101825.8,chrX,3308564,3346652,38088,NaN,,,,,,,
ENSG00000213487.3,chrX,3367148,3368382,1234,NaN,,,,,,,
ENSG00000212214.1,chrX,3532116,3532251,135,NaN,,,,,,,
ENSG00000207435.1,chrX,3572856,3572961,105,NaN,,,,,,,
ENSG00000183943.6,chrX,3604339,3713649,109310,34.39,36,7.24,2,26,36,42,61
ENSG00000207332.1,chrX,3607257,3607365,108,27.28,29,4.24,19,23,29,31,33
ENSG00000207320.1,chrX,3641442,3641555,113,25,25,0,25,25,25,25,25
ENSG00000236188.1,chrX,3659486,3668192,8706,42.1,42,0.34,42,42,42,42,44
ENSG00000182888.5,chrX,3717148,3717600,452,NaN,,,,,,,
ENSG00000285756.2,chrX,3817527,3937855,120328,12.56,13,5.13,1,13,13,14,26
ENSG00000286431.1,chrX,3819923,3823898,3975,17.17,17,2.45,11,16,17,18,24
ENSG00000225722.1,chrX,3953055,3953561,506,NaN,,,,,,,
ENSG00000236513.1,chrX,4627199,4633572,6373,NaN,,,,,,,
ENSG00000235039.1,chrX,5168917,5169439,522,NaN,,,,,,,
ENSG00000226313.1,chrX,5169511,5170645,1134,NaN,,,,,,,
ENSG00000238193.1,chrX,5305713,5307128,1415,NaN,,,,,,,
ENSG00000201660.1,chrX,5410121,5410251,130,NaN,,,,,,,
ENSG00000236120.7,chrX,5653417,5726326,72909,NaN,,,,,,,
ENSG00000146938.16,chrX,5840636,6228867,388231,NaN,,,,,,,
ENSG00000252291.1,chrX,6061643,6061749,106,NaN,,,,,,,
ENSG00000265284.1,chrX,6383905,6383963,58,NaN,,,,,,,
ENSG00000237730.1,chrX,6422091,6422701,610,NaN,,,,,,,
ENSG00000169059.12,chrX,6533617,6535118,1501,NaN,,,,,,,
ENSG00000130021.15,chrX,6667864,7148158,480294,NaN,,,,,,,
ENSG00000237490.3,chrX,6989328,6989783,455,NaN,,,,,,,
ENSG00000228550.1,chrX,7113004,7113404,400,NaN,,,,,,,
ENSG00000101846.8,chrX,7147236,7804358,657122,NaN,,,,,,,
ENSG00000264268.1,chrX,7147859,7147937,78,NaN,,,,,,,
ENSG00000279682.1,chrX,7489658,7491199,1541,NaN,,,,,,,
ENSG00000182583.12,chrX,7842261,7844143,1882,NaN,,,,,,,
ENSG00000274923.1,chrX,7896513,7896722,209,NaN,,,,,,,
ENSG00000006757.12,chrX,7898246,7927739,29493,NaN,,,,,,,
